gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_flag,tenure_group,has_internet_service,has_fiber_optic,has_automatic_payment,service_count,customer_value,high_monthly_charges
Male,No,Yes,Yes,52,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,24.55,1331.05,0,49_plus_months,No,No,No,2,1276.6000000000001,No
Male,No,No,No,67,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,19.45,1195.95,0,49_plus_months,No,No,No,1,1303.1499999999999,No
Female,No,No,Yes,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.15,3946.9,0,25_48_months,Yes,Yes,Yes,8,3949.1000000000004,Yes
Female,No,No,No,54,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,80.6,4299.95,0,49_plus_months,Yes,No,No,6,4352.4,Yes
Female,No,Yes,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),20.3,20.3,0,0_12_months,No,No,Yes,1,20.3,No
Female,Yes,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.85,1424.95,1,13_24_months,Yes,Yes,No,4,1347.75,Yes
Female,No,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.0,193.6,1,0_12_months,Yes,No,No,1,184.0,No
Female,No,No,No,9,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,66.25,620.55,1,0_12_months,Yes,No,No,4,596.25,No
Female,No,No,Yes,46,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4391.25,0,25_48_months,Yes,Yes,No,5,4590.8,Yes
Female,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.0,1993.8,1,13_24_months,Yes,Yes,No,4,1980.0,Yes
Male,No,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.45,2597.6,1,25_48_months,Yes,Yes,Yes,1,2677.1,Yes
Female,No,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),75.0,4213.9,0,49_plus_months,Yes,No,Yes,6,4125.0,Yes
Female,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.9,19.9,0,0_12_months,No,No,No,1,19.9,No
Male,Yes,Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),80.3,5017.7,0,49_plus_months,Yes,Yes,Yes,3,5139.2,Yes
Male,No,No,Yes,53,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.75,1052.35,1,49_plus_months,No,No,Yes,1,1046.75,No
Female,No,Yes,No,58,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.3,4916.4,0,49_plus_months,Yes,No,No,7,4889.4,Yes
Male,No,Yes,No,56,No,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),54.05,2959.8,0,49_plus_months,Yes,No,Yes,4,3026.7999999999997,No
Male,No,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.9,7559.55,0,49_plus_months,Yes,Yes,Yes,6,7552.8,Yes
Male,No,No,No,1,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,53.95,53.95,1,0_12_months,Yes,No,No,3,53.95,No
Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),97.25,7133.1,0,49_plus_months,Yes,Yes,Yes,5,7002.0,Yes
Male,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,83.05,1799.3,0,13_24_months,Yes,Yes,No,3,1827.1,Yes
Female,Yes,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,829.55,1,0_12_months,Yes,Yes,No,6,844.0,Yes
Female,No,No,Yes,16,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.0,1312.15,1,13_24_months,Yes,Yes,No,2,1296.0,Yes
Female,No,No,No,39,No,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),41.1,1597.05,0,25_48_months,Yes,No,Yes,3,1602.9,No
Female,No,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.0,524.35,0,0_12_months,Yes,No,Yes,1,540.0,No
Male,No,Yes,No,54,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.55,4191.45,0,49_plus_months,Yes,No,Yes,5,4025.7,Yes
Female,No,No,No,18,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,40.2,711.95,0,13_24_months,Yes,No,No,3,723.6,No
Male,No,Yes,No,32,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,70.5,2201.75,0,25_48_months,Yes,No,No,5,2256.0,Yes
Female,No,No,No,41,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,19.75,806.95,0,25_48_months,No,No,No,1,809.75,No
Male,No,Yes,Yes,67,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.65,1620.45,0,49_plus_months,No,No,Yes,2,1651.55,No
Male,No,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,6812.95,0,49_plus_months,Yes,Yes,No,6,6776.25,Yes
Female,No,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.35,1837.9,0,25_48_months,Yes,No,Yes,7,1958.7499999999998,Yes
Female,No,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,69.8,1,0_12_months,Yes,Yes,No,1,69.8,No
Female,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),109.7,7344.45,0,49_plus_months,Yes,Yes,Yes,7,7349.900000000001,Yes
Male,Yes,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,73.75,545.15,1,0_12_months,Yes,Yes,No,2,516.25,Yes
Female,Yes,No,No,43,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),33.45,1500.25,0,25_48_months,Yes,No,Yes,2,1438.3500000000001,No
Female,No,No,No,24,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6,2283.15,0,13_24_months,Yes,Yes,No,4,2270.3999999999996,Yes
Male,Yes,No,No,9,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.55,494.05,1,0_12_months,Yes,No,No,3,490.95,No
Male,No,Yes,Yes,69,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.2,1376.5,0,49_plus_months,No,No,Yes,1,1393.8,No
Female,No,No,Yes,37,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.3,755.4,0,25_48_months,No,No,Yes,1,751.1,No
Male,No,Yes,Yes,20,No,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),39.4,825.4,0,13_24_months,Yes,No,Yes,3,788.0,No
Male,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.15,488.65,0,0_12_months,Yes,Yes,Yes,1,484.05000000000007,No
Female,Yes,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,2841.55,1,25_48_months,Yes,Yes,No,2,2821.25,Yes
Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.9,486.85,1,0_12_months,Yes,Yes,No,4,469.5,Yes
Male,No,No,No,41,No,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,51.35,2075.1,0,25_48_months,Yes,No,No,3,2105.35,No
Female,No,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.05,5299.65,0,49_plus_months,Yes,Yes,Yes,5,5402.7,Yes
Female,Yes,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.4,204.7,1,0_12_months,Yes,Yes,No,1,211.20000000000002,Yes
Male,Yes,No,No,69,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.3,1356.3,0,49_plus_months,No,No,Yes,1,1400.7,No
Female,No,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),94.45,5042.75,0,49_plus_months,Yes,Yes,Yes,5,5005.85,Yes
Male,No,Yes,Yes,18,No,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),46.4,812.4,0,13_24_months,Yes,No,Yes,3,835.1999999999999,No
Male,No,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.05,6605.55,0,49_plus_months,Yes,Yes,Yes,6,6659.2,Yes
Female,No,Yes,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.15,2995.45,1,25_48_months,Yes,Yes,No,4,2825.65,Yes
Female,No,No,No,20,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),24.9,505.95,0,13_24_months,Yes,No,Yes,0,498.0,No
Male,No,Yes,Yes,57,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,59.6,3509.4,0,49_plus_months,Yes,No,No,4,3397.2000000000003,No
Male,Yes,Yes,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),108.5,6991.9,0,49_plus_months,Yes,Yes,Yes,7,6835.5,Yes
Male,No,Yes,Yes,13,No,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,40.55,590.35,0,13_24_months,Yes,No,No,3,527.15,No
Female,Yes,Yes,No,48,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),58.95,2789.7,0,25_48_months,Yes,No,Yes,3,2829.6000000000004,No
Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.95,137.95,1,0_12_months,Yes,Yes,No,1,141.9,Yes
Male,No,Yes,Yes,57,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.75,1123.15,0,49_plus_months,No,No,No,1,1182.75,No
Male,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),113.15,7953.25,0,49_plus_months,Yes,Yes,Yes,7,8033.650000000001,Yes
Female,No,Yes,Yes,7,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,48.8,349.8,0,0_12_months,Yes,No,No,2,341.59999999999997,No
Female,No,No,No,16,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.05,1067.05,0,13_24_months,Yes,No,Yes,3,1008.8,No
Male,No,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.85,3527.3,0,25_48_months,Yes,Yes,No,5,3428.8999999999996,Yes
Female,No,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,3762.0,1,25_48_months,Yes,Yes,No,5,3681.5,Yes
Male,No,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.55,1248.9,0,13_24_months,Yes,Yes,No,3,1288.8,Yes
Male,No,No,Yes,48,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),64.4,3035.35,0,25_48_months,Yes,No,Yes,5,3091.2000000000003,No
Male,No,Yes,Yes,58,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),75.2,4300.8,0,49_plus_months,Yes,No,Yes,5,4361.6,Yes
Female,No,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.9,6065.3,0,49_plus_months,Yes,No,Yes,7,6112.8,Yes
Female,No,No,No,7,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.3,144.95,0,0_12_months,No,No,No,1,135.1,No
Female,No,No,No,38,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.9,3233.6,1,25_48_months,Yes,Yes,Yes,4,3188.2000000000003,Yes
Female,Yes,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,117.45,5438.9,1,25_48_months,Yes,Yes,No,8,5637.6,Yes
Male,No,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,1081.45,1,0_12_months,Yes,Yes,No,6,1044.0,Yes
Female,No,No,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.65,2308.6,0,25_48_months,Yes,No,Yes,6,2239.5,Yes
Male,No,Yes,No,31,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.05,1882.8,0,25_48_months,Yes,No,Yes,3,1830.55,No
Female,Yes,No,No,46,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),69.1,3255.35,0,25_48_months,Yes,No,Yes,5,3178.6,No
Male,No,Yes,No,50,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.55,1067.65,0,49_plus_months,No,No,No,1,1027.5,No
Male,No,Yes,No,28,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),76.55,2065.4,0,25_48_months,Yes,Yes,Yes,2,2143.4,Yes
Female,No,No,No,66,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),62.5,4136.4,0,49_plus_months,Yes,No,Yes,6,4125.0,No
Male,Yes,No,No,8,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.4,221.9,1,0_12_months,Yes,No,No,1,235.2,No
Female,No,Yes,Yes,41,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.9,3848.0,0,25_48_months,Yes,Yes,Yes,4,3890.9,Yes
Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.65,8022.85,0,49_plus_months,Yes,Yes,Yes,7,8038.8,Yes
Female,No,No,No,7,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.9,173.15,0,0_12_months,No,No,No,1,139.29999999999998,No
Female,No,Yes,Yes,38,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.45,781.25,0,25_48_months,No,No,No,1,777.1,No
Male,No,No,No,44,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.05,4510.8,0,25_48_months,Yes,Yes,No,6,4666.2,Yes
Male,No,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),113.45,5317.8,0,25_48_months,Yes,Yes,Yes,8,5332.150000000001,Yes
Male,No,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.55,4779.45,0,49_plus_months,Yes,Yes,No,4,4905.15,Yes
Male,No,Yes,No,4,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,65.6,250.1,0,0_12_months,Yes,No,No,4,262.4,No
Male,Yes,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.35,1745.2,0,13_24_months,Yes,Yes,No,3,1687.0,Yes
Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.65,74.9,1,0_12_months,Yes,No,No,1,89.3,No
Male,Yes,Yes,No,57,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),71.1,4140.1,0,49_plus_months,Yes,No,Yes,5,4052.7,Yes
Female,Yes,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.15,3670.5,0,25_48_months,Yes,Yes,No,4,3746.6000000000004,Yes
Male,No,No,No,24,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.7,1167.8,0,13_24_months,Yes,No,No,2,1192.8000000000002,No
Male,No,Yes,Yes,15,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.2,469.65,0,13_24_months,Yes,No,Yes,1,453.0,No
Female,No,No,No,3,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,58.9,1,0_12_months,Yes,No,No,0,75.75,No
Female,No,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),84.05,333.55,1,0_12_months,Yes,Yes,Yes,4,336.2,Yes
Male,Yes,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,3171.15,1,25_48_months,Yes,Yes,No,3,3170.9,Yes
Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,1,0_12_months,Yes,Yes,No,2,74.7,Yes
Female,No,No,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),56.35,1381.2,0,13_24_months,Yes,No,Yes,3,1352.4,No
Female,No,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.8,455.5,1,0_12_months,Yes,Yes,No,4,454.0,Yes
Female,No,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,107.55,3645.5,0,25_48_months,Yes,Yes,No,6,3549.15,Yes
Female,No,Yes,Yes,58,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.85,1158.85,0,49_plus_months,No,No,No,1,1151.3000000000002,No
Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),95.9,6954.15,0,49_plus_months,Yes,Yes,Yes,5,6904.8,Yes
Female,No,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,23.85,1672.1,0,49_plus_months,No,No,No,2,1693.3500000000001,No
Female,Yes,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15,3152.5,1,25_48_months,Yes,Yes,No,6,2972.2000000000003,Yes
Male,No,Yes,No,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.85,4307.1,0,49_plus_months,Yes,No,Yes,7,4276.349999999999,Yes
Female,No,No,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),85.35,2530.4,1,25_48_months,Yes,No,Yes,7,2560.5,Yes
Male,Yes,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),84.8,6141.65,0,49_plus_months,Yes,Yes,Yes,4,6105.599999999999,Yes
Male,Yes,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.85,3186.7,1,25_48_months,Yes,Yes,No,4,3270.6,Yes
Male,No,No,Yes,14,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),76.1,1054.8,0,13_24_months,Yes,No,Yes,6,1065.3999999999999,Yes
Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,74.55,5430.65,0,49_plus_months,Yes,No,No,6,5367.599999999999,Yes
Female,No,Yes,Yes,22,No,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,39.2,849.9,0,13_24_months,Yes,No,No,2,862.4000000000001,No
Female,No,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,79.55,151.75,0,0_12_months,Yes,Yes,No,3,159.1,Yes
Female,No,No,No,15,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.6,299.4,0,13_24_months,No,No,No,1,294.0,No
Male,No,Yes,Yes,51,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.55,1086.75,0,49_plus_months,No,No,Yes,1,997.0500000000001,No
Male,No,Yes,No,70,No,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),39.15,2692.75,0,49_plus_months,Yes,No,Yes,3,2740.5,No
Female,No,Yes,Yes,71,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.1,1389.6,0,49_plus_months,No,No,Yes,1,1427.1000000000001,No
Female,No,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.95,3767.4,0,25_48_months,Yes,Yes,Yes,5,3898.05,Yes
Female,No,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.8,3641.5,0,49_plus_months,Yes,No,No,4,3647.7999999999997,No
Female,No,No,No,52,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.75,2535.55,0,49_plus_months,Yes,No,Yes,2,2587.0,No
Female,No,No,No,1,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.75,35.75,1,0_12_months,Yes,No,No,1,35.75,No
Male,No,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,108.5,6880.85,0,49_plus_months,Yes,Yes,No,7,6944.0,Yes
Male,No,Yes,No,62,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),60.15,3753.2,0,49_plus_months,Yes,No,Yes,4,3729.2999999999997,No
Male,No,Yes,No,30,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.05,637.55,0,25_48_months,No,No,No,1,571.5,No
Female,Yes,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.0,181.6,1,0_12_months,Yes,No,No,1,184.0,No
Male,Yes,Yes,No,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),84.0,5329.55,0,49_plus_months,Yes,No,Yes,7,5292.0,Yes
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.55,44.55,0,0_12_months,Yes,No,Yes,1,44.55,No
Male,No,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.45,1539.8,0,13_24_months,Yes,Yes,No,6,1551.75,Yes
Male,No,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),80.65,2209.75,0,25_48_months,Yes,Yes,Yes,3,2177.55,Yes
Female,No,No,Yes,4,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,57.2,223.75,0,0_12_months,Yes,No,No,5,228.8,No
Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,110.75,7751.7,0,49_plus_months,Yes,Yes,No,7,7974.0,Yes
Male,Yes,Yes,No,45,Yes,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),24.7,1174.35,0,25_48_months,No,No,Yes,2,1111.5,No
Female,Yes,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,97.05,4385.05,0,25_48_months,Yes,Yes,No,6,4367.25,Yes
Female,No,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,76.35,2606.35,0,25_48_months,Yes,No,No,6,2748.6,Yes
Male,No,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,1539.45,1,13_24_months,Yes,Yes,No,4,1519.8000000000002,Yes
Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,18.9,18.9,0,0_12_months,No,No,No,1,18.9,No
Male,Yes,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.45,1261.35,0,13_24_months,Yes,Yes,Yes,2,1191.2,Yes
Male,No,No,No,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.8,58.15,1,0_12_months,No,No,No,1,59.400000000000006,No
Male,No,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.9,225.6,1,0_12_months,Yes,No,No,2,203.6,No
Female,No,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),84.4,5969.3,0,49_plus_months,Yes,No,Yes,7,5992.400000000001,Yes
Male,No,Yes,Yes,10,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.4,253.9,0,0_12_months,No,No,No,2,244.0,No
Male,No,Yes,Yes,20,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.05,400.0,0,13_24_months,No,No,No,1,401.0,No
Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.0,340.85,1,0_12_months,Yes,Yes,No,2,324.0,Yes
Male,No,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.35,2515.3,1,25_48_months,Yes,Yes,No,5,2557.1,Yes
Female,No,No,No,4,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),55.5,227.35,0,0_12_months,Yes,No,Yes,2,222.0,No
Male,No,No,No,5,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,51.0,305.95,1,0_12_months,Yes,No,No,3,255.0,No
Female,No,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,365.4,1,0_12_months,Yes,Yes,No,4,366.6,Yes
